timestamp,price,cash,long_value,short_value,portfolio_value,num_long,num_short,signal,position_type
86,116669.75,6985.238833937512,0.0,-16.57382021285957,6968.665013724652,0,1,hold,short
87,116894.83,6985.238833937512,0.0,-22.386187507713927,6962.852646429798,0,1,hold,short
88,116990.65,6985.238833937512,0.0,-24.860601201480126,6960.378232736032,0,1,hold,short
89,116977.58,6985.238833937512,0.0,-24.52308724846919,6960.715746689043,0,1,hold,short
90,117112.8,6985.238833937512,0.0,-28.01494927801516,6957.223884659496,0,1,hold,short
91,117241.32,6985.238833937512,0.0,-31.333793443355034,6953.905040494157,0,1,hold,short
92,117073.53,6985.238833937512,0.0,-27.000858005272345,6958.237975932239,0,1,hold,short
93,117061.02,6985.238833937512,0.0,-26.67780524688156,6958.56102869063,0,1,hold,short
94,117299.21,6985.238833937512,0.0,-32.82871943721994,6952.410114500292,0,1,hold,short
95,117521.14,6985.238833937512,0.0,-38.559742512335355,6946.679091425177,0,1,hold,short
96,117450.21,6985.238833937512,0.0,-36.72807727231413,6948.510756665198,0,1,hold,short
97,117822.97,6985.238833937512,0.0,-46.35406817701408,6938.884765760498,0,1,hold,short
98,117579.93,6985.238833937512,0.0,-40.07790971183974,6945.160924225673,0,1,hold,short
99,117565.6,6985.238833937512,0.0,-39.70785807093345,6945.530975866579,0,1,hold,short
100,117583.56,6985.238833937512,0.0,-40.17164924125305,6945.067184696259,0,1,hold,short
101,117640.54,6985.238833937512,0.0,-41.643075793860014,6943.595758143652,0,1,hold,short
102,117432.04,6985.238833937512,0.0,-36.25886315401141,6948.979970783501,0,1,hold,short
103,117124.69,6985.238833937512,0.0,-28.321991428076533,6956.916842509436,0,1,hold,short
104,117063.4,6985.238833937512,0.0,-26.73926532401723,6958.499568613494,0,1,hold,short
105,117190.47,6985.238833937512,0.0,-30.02066532471555,6955.218168612796,0,1,hold,short
106,117298.81,6985.238833937512,0.0,-32.81839001249099,6952.420443925021,0,1,hold,short
107,117229.59,6985.238833937512,0.0,-31.030883063184866,6954.207950874327,0,1,hold,short
108,117086.01,6985.238833937512,0.0,-27.3231360568085,6957.915697880703,0,1,hold,short
109,117102.43,6985.238833937512,0.0,-27.74715894192267,6957.491674995589,0,1,hold,short
110,117273.36,6985.238833937512,0.0,-32.16118036412585,6953.077653573386,0,1,hold,short
111,117605.16,6985.238833937512,0.0,-40.729438176604425,6944.509395760908,0,1,hold,short
112,117581.66,6985.238833937512,0.0,-40.122584473791754,6945.11624946372,0,1,hold,short
113,116950.47,6985.238833937512,0.0,-23.823010487479745,6961.415823450032,0,1,hold,short
114,116634.84,6985.238833937512,0.0,-15.672319669659888,6969.566514267852,0,1,hold,short
115,116447.59,6985.238833937512,0.0,-10.836857718524872,6974.401976218987,0,1,hold,short
116,116559.69,6985.238833937512,0.0,-13.731678998750578,6971.507154938761,0,1,hold,short
117,116038.39,6985.238833937512,0.0,-0.26985622103790047,6984.968977716474,0,1,hold,short
118,115621.47,6985.238833937512,0.0,10.496503173713519,6995.735337111226,0,1,hold,short
119,115652.02,6985.238833937512,0.0,9.707593360056968,6994.946427297569,0,1,hold,short
120,115226.93,6985.238833937512,0.0,20.684931254892955,7005.923765192405,0,1,hold,short
121,115504.48,6985.238833937512,0.0,13.51760167124789,6998.75643560876,0,1,hold,short
122,115640.77,6985.238833937512,0.0,9.998108430552398,6995.236942368065,0,1,hold,short
123,115875.32,6985.238833937512,0.0,3.941192005245415,6989.180025942757,0,1,hold,short
124,115606.61,6985.238833937512,0.0,10.880241302385716,6996.119075239898,0,1,hold,short
125,116107.19,6985.238833937512,0.0,-2.046517274378906,6983.192316663133,0,1,hold,short
126,116204.94,6985.238833937512,0.0,-4.570770442461406,6980.668063495051,0,1,hold,short
127,116258.13,6985.238833937512,0.0,-5.94432569576385,6979.294508241748,0,1,hold,short
128,116359.14,6985.238833937512,0.0,-8.552763675385334,6976.686070262127,0,1,hold,short
129,116550.01,6985.238833937512,0.0,-13.481706920315204,6971.757127017197,0,1,hold,short
130,116860.0,6985.238833937512,0.0,-21.486752849460036,6963.752081088052,0,1,hold,short
131,117162.48,6985.238833937512,0.0,-29.29786382932279,6955.9409701081895,0,1,hold,short
132,117234.27,6985.238833937512,0.0,-31.15173733251116,6954.087096605001,0,1,hold,short
133,117108.3,6985.238833937512,0.0,-27.898743249816988,6957.340090687695,0,1,hold,short
134,116313.49,6985.238833937512,0.0,-7.373918078219591,6977.8649158592925,0,1,hold,short
135,116372.04,6985.238833937512,0.0,-8.885887622886608,6976.352946314625,0,1,hold,short
136,116686.43,6985.238833937512,0.0,-17.00455722404728,6968.234276713465,0,1,hold,short
137,116662.25,6985.238833937512,0.0,-16.380143499195952,6968.858690438316,0,1,hold,short
138,116788.96,6985.238833937512,0.0,-19.652247017638402,6965.586586919873,0,1,hold,short
139,116855.58,6985.238833937512,0.0,-21.372612706207654,6963.866221231305,0,1,hold,short
140,116800.51,6985.238833937512,0.0,-19.950509156680077,6965.288324780832,0,1,hold,short
141,116839.47,6985.238833937512,0.0,-20.956595125258186,6964.282238812254,0,1,hold,short
142,116800.12,6985.238833937512,0.0,-19.940437967569583,6965.298395969942,0,1,hold,short
143,116418.86,6985.238833937512,0.0,-10.094946787384208,6975.143887150128,0,1,hold,short
144,116461.54,6985.238833937512,0.0,-11.197096405939128,6974.041737531573,0,1,hold,short
145,116068.06,6985.238833937512,0.0,-1.0360413002911317,6984.202792637221,0,1,hold,short
146,115905.88,6985.238833937512,0.0,3.1520239559707823,6988.3908578934825,0,1,hold,short
147,115296.86,6985.238833937512,0.0,18.879089576693175,7004.117923514205,0,1,hold,short
148,115200.0,6985.238833937512,0.0,21.380359774754275,7006.619193712267,0,1,hold,short
149,115439.36,6985.238833937512,0.0,15.199232017084418,7000.438065954597,0,1,hold,short
150,115287.83,6985.238833937512,0.0,19.112276339944145,7004.351110277456,0,1,hold,short
151,115372.46,6985.238833937512,0.0,16.92682830296375,7002.165662240476,0,1,hold,short
152,115477.27,6985.238833937512,0.0,14.220260788419289,6999.459094725931,0,1,hold,short
153,115658.76,6985.238833937512,0.0,9.53354255337817,6994.772376490891,0,1,hold,short
154,115840.0,6985.238833937512,0.0,4.853280208792131,6990.092114146304,0,1,hold,short
155,115770.35,6985.238833937512,0.0,6.651891289681455,6991.890725227194,0,1,hold,short
156,115936.65,6985.238833937512,0.0,2.3574329587137792,6987.596266896226,0,1,hold,short
157,115503.01,6985.238833937512,0.0,13.555562307125989,6998.794396244638,0,1,hold,short
158,115307.25,6985.238833937512,0.0,18.610782769364526,7003.849616706877,0,1,hold,short
159,115034.47,6985.238833937512,0.0,25.654933963119422,7010.893767900631,0,1,hold,short
160,115024.24,6985.238833937512,0.0,25.919109000556492,7011.157942938068,0,1,hold,short
161,115349.71,6985.238833937512,0.0,17.51431433441006,7002.753148271922,0,1,hold,short
162,115288.01,6985.238833937512,0.0,19.1076280988164,7004.346462036328,0,1,hold,short
163,115528.0,6985.238833937512,0.0,12.910231497198676,6998.149065434711,0,1,hold,short
164,115379.99,6985.238833937512,0.0,16.732376882445504,7001.971210819957,0,1,hold,short
165,115307.78,6985.238833937512,0.0,18.597096281598994,7003.835930219111,0,1,hold,short
166,115307.79,6985.238833937512,0.0,18.59683804598091,7003.835671983493,0,1,hold,short
167,115120.03,6985.238833937512,0.0,23.44547001364492,7008.684303951157,0,1,hold,short
168,114662.57,6985.238833937512,0.0,35.258716604652584,7020.497550542164,0,1,hold,short
169,114842.9,6985.238833937512,0.0,30.601953701324867,7015.840787638836,0,1,hold,short
170,114679.56,6985.238833937512,0.0,34.81997428930018,7020.058808226812,0,1,hold,short
171,114664.08,6985.238833937512,0.0,35.21972302630178,7020.458556963814,0,1,hold,short
172,114721.04,6985.238833937512,0.0,33.74881294493136,7018.987646882443,0,1,hold,short
173,115070.0,6985.238833937512,0.0,24.737422811590335,7009.9762567491025,0,1,hold,short
174,114769.04,6985.238833937512,0.0,32.5092819774842,7017.748115914997,0,1,hold,short
175,114868.59,6985.238833937512,0.0,29.938546398122355,7015.177380335635,0,1,hold,short
176,114737.27,6985.238833937512,0.0,33.32969653656302,7018.5685304740755,0,1,hold,short
177,115806.62,6985.238833937512,0.0,5.715270702404465,6990.954104639916,0,1,hold,short
178,116129.99,6985.238833937512,0.0,-2.6352944839163825,6982.603539453596,0,1,hold,short
179,116520.0,6968.770890328122,0.0,0.0,6968.770890328122,0,1,sell,short
180,116058.01,6968.770890328122,0.0,11.879846381518602,6980.65073670964,0,1,hold,short
181,115445.45,6968.770890328122,0.0,27.63152650330246,6996.4024168314245,0,1,hold,short
182,115362.35,6968.770890328122,0.0,29.768402267505323,6998.539292595628,0,1,hold,short
183,115231.69,6968.770890328122,0.0,33.12826011769525,7001.899150445817,0,1,hold,short
184,115268.01,6968.770890328122,0.0,32.19430912183677,7000.965199449958,0,1,hold,short
185,116009.61,6968.770890328122,0.0,13.124428655735413,6981.895318983858,0,1,hold,short
186,116058.88,6968.770890328122,0.0,11.8574747579942,6980.628365086116,0,1,hold,short
187,115802.16,6968.770890328122,0.0,18.458903713303698,6987.2297940414255,0,1,hold,short
188,115634.99,6968.770890328122,0.0,22.757598316213763,6991.528488644336,0,1,hold,short
189,115388.21,6968.770890328122,0.0,29.10342504413236,6997.874315372254,0,1,hold,short
190,115557.65,6968.770890328122,0.0,24.746358503981398,6993.517248832103,0,1,hold,short
191,115480.0,6968.770890328122,0.0,26.74309018978594,6995.513980517908,0,1,hold,short
192,115224.01,6968.770890328122,0.0,33.3257475529431,7002.096637881065,0,1,hold,short
193,115401.75,6968.770890328122,0.0,28.75525058146935,6997.526140909591,0,1,hold,short
194,115348.1,6968.770890328122,0.0,30.13483403212499,6998.9057243602465,0,1,hold,short
195,115776.31,6968.770890328122,0.0,19.123623791578815,6987.894514119701,0,1,hold,short
196,115794.91,6968.770890328122,0.0,18.645333909338262,6987.4162242374605,0,1,hold,short
197,116027.26,6968.770890328122,0.0,12.670567557803139,6981.441457885925,0,1,hold,short
198,116052.09,6968.770890328122,0.0,12.032076279521954,6980.802966607644,0,1,hold,short
199,115933.4,6968.770890328122,0.0,15.084131447431334,6983.855021775553,0,1,hold,short
200,115805.39,6968.770890328122,0.0,18.375845846656677,6987.146736174778,0,1,hold,short
201,115734.23,6968.770890328122,0.0,20.205690363873277,6988.976580691995,0,1,hold,short
202,115860.01,6968.770890328122,0.0,16.97131932149708,6985.742209649619,0,1,hold,short
203,115750.99,6968.770890328122,0.0,19.774715179660717,6988.545605507783,0,1,hold,short
204,115679.98,6968.770890328122,0.0,21.600702520407783,6990.37159284853,0,1,hold,short
205,115852.95,6968.770890328122,0.0,17.152863760669987,6985.923754088792,0,1,hold,short
206,115962.93,6968.770890328122,0.0,14.324781973100231,6983.095672301222,0,1,hold,short
207,115918.29,6968.770890328122,0.0,15.472677690477182,6984.243568018599,0,1,hold,short
208,115871.58,6968.770890328122,0.0,16.673802443135532,6985.444692771257,0,1,hold,short
209,115895.39,6968.770890328122,0.0,16.06153996484828,6984.8324302929705,0,1,hold,short
210,115905.88,6968.770890328122,0.0,15.791794757068477,6984.56268508519,0,1,hold,short
211,115797.12,6968.770890328122,0.0,18.58850484268518,6987.359395170807,0,1,hold,short
212,115633.92,6968.770890328122,0.0,22.785112841697664,6991.55600316982,0,1,hold,short
213,115571.78,6968.770890328122,0.0,24.38301248053736,6993.153902808659,0,1,hold,short
214,115334.0,6968.770890328122,0.0,30.49740862027512,6999.268298948397,0,1,hold,short
215,115768.68,6968.770890328122,0.0,19.31982550133669,6988.0907158294585,0,1,hold,short
216,115797.68,6968.770890328122,0.0,18.57410471719843,6987.3449950453205,0,1,hold,short
217,115761.05,6968.770890328122,0.0,19.516027211094194,6988.286917539216,0,1,hold,short
218,116002.91,6968.770890328122,0.0,13.296715871381075,6982.067606199503,0,1,hold,short
219,115974.11,6968.770890328122,0.0,14.037293753559837,6982.808184081681,0,1,hold,short
220,115937.99,6968.770890328122,0.0,14.966101847458821,6983.736992175581,0,1,hold,short
221,116035.33,6968.770890328122,0.0,12.46305146373414,6981.233941791856,0,1,hold,short
222,115978.01,6968.770890328122,0.0,13.93700716534829,6982.70789749347,0,1,hold,short
223,115778.71,6968.770890328122,0.0,19.0619089680637,6987.832799296186,0,1,hold,short
224,115749.99,6968.770890328122,0.0,19.80042968945859,6988.571320017581,0,1,hold,short
225,115704.04,6968.770890328122,0.0,20.982011414671064,6989.752901742793,0,1,hold,short
226,115698.4,6968.770890328122,0.0,21.127041249931043,6989.8979315780525,0,1,hold,short
227,115957.0,6968.770890328122,0.0,14.477269016201427,6983.2481593443235,0,1,hold,short
228,115886.17,6968.770890328122,0.0,16.29862774518468,6985.069518073306,0,1,hold,short
229,115764.3,6968.770890328122,0.0,19.43245505425111,6988.203345382373,0,1,hold,short
230,116029.42,6968.770890328122,0.0,12.615024216639647,6981.385914544761,0,1,hold,short
231,116027.46,6968.770890328122,0.0,12.665424655843264,6981.4363149839655,0,1,hold,short
232,115865.89,6968.770890328122,0.0,16.820118003885476,6985.591008332008,0,1,hold,short
233,116157.33,6968.770890328122,0.0,9.325881268393866,6978.096771596515,0,1,hold,short
234,116632.51,6962.128816054332,0.0,0.0,6962.128816054332,0,1,sell,short
235,116486.18,6962.128816054332,0.0,3.7591744151398983,6965.887990469471,0,1,hold,short
236,115815.16,6962.128816054332,0.0,20.99747972537775,6983.12629577971,0,1,hold,short
237,115495.56,6962.128816054332,0.0,29.20790918672347,6991.336725241055,0,1,hold,short
238,115121.18,6962.128816054332,0.0,38.82562064397814,7000.95443669831,0,1,hold,short
239,115260.0,6962.128816054332,0.0,35.25937590735721,6997.388191961689,0,1,hold,short
240,115166.45,6962.128816054332,0.0,37.66264773498206,6999.791463789314,0,1,hold,short
241,115083.97,6962.128816054332,0.0,39.78153453714648,7001.910350591478,0,1,hold,short
242,114913.45,6962.128816054332,0.0,44.162142896810685,7006.290958951143,0,1,hold,short
243,114980.85,6962.128816054332,0.0,42.430656833935956,7004.559472888268,0,1,hold,short
244,115048.01,6962.128816054332,0.0,40.70533630006901,7002.8341523544,0,1,hold,short
245,115048.0,6962.128816054332,0.0,40.70559319711084,7002.834409251443,0,1,hold,short
246,115086.7,6962.128816054332,0.0,39.711401644688905,7001.84021769902,0,1,hold,short
247,115318.0,6962.128816054332,0.0,33.76937306393405,6995.898189118266,0,1,hold,short
248,115612.84,6962.128816054332,0.0,26.195020678505074,6988.323836732837,0,1,hold,short
249,115359.99,6962.128816054332,0.0,32.690662384703934,6994.819478439035,0,1,hold,short
250,115194.14,6962.128816054332,0.0,36.95129982576842,6999.0801158801005,0,1,hold,short
251,115391.0,6962.128816054332,0.0,31.894024657556614,6994.022840711888,0,1,hold,short
252,115377.29,6962.128816054332,0.0,32.24623050209698,6994.375046556429,0,1,hold,short
253,115482.69,6962.128816054332,0.0,29.53853567973811,6991.66735173407,0,1,hold,short
254,115084.0,6962.128816054332,0.0,39.7807638460206,7001.909579900353,0,1,hold,short
255,114482.69,6962.128816054332,0.0,55.2282398766892,7017.357055931021,0,1,hold,short
256,114395.99,6962.128816054332,0.0,57.45553723056479,7019.584353284897,0,1,hold,short
257,114419.99,6962.128816054332,0.0,56.83898432983796,7018.96780038417,0,1,hold,short
258,114312.35,6962.128816054332,0.0,59.60422408959776,7021.733040143929,0,1,hold,short
259,114589.84,6962.128816054332,0.0,52.47558807198604,7014.604404126318,0,1,hold,short
260,114487.53,6962.128816054332,0.0,55.10390170837605,7017.232717762708,0,1,hold,short
261,114180.31,6962.128816054332,0.0,62.99629263176339,7025.125108686095,0,1,hold,short
262,114463.73,6962.128816054332,0.0,55.71531666826356,7017.8441327225955,0,1,hold,short
263,114628.08,6962.128816054332,0.0,51.4932137834945,7013.622029837827,0,1,hold,short
264,113975.99,6962.128816054332,0.0,68.24521299328424,7030.374029047616,0,1,hold,short
265,113999.99,6962.128816054332,0.0,67.62866009255742,7029.7574761468895,0,1,hold,short
266,114062.32,6962.128816054332,0.0,66.02742082996141,7028.156236884293,0,1,hold,short
267,113895.29,6962.128816054332,0.0,70.3183721219785,7032.44718817631,0,1,hold,short
268,114049.39,6962.128816054332,0.0,66.35958870522819,7028.48840475956,0,1,hold,short
269,114083.58,6962.128816054332,0.0,65.48125771873437,7027.610073773066,0,1,hold,short
270,114324.64,6962.128816054332,0.0,59.2884976250174,7021.417313679349,0,1,hold,short
271,114266.0,6962.128816054332,0.0,60.79494187912659,7022.923757933459,0,1,hold,short
272,114158.29,6962.128816054332,0.0,63.56197991818036,7025.690795972512,0,1,hold,short
273,114400.01,6962.128816054332,0.0,57.352264619693315,7019.481080674025,0,1,hold,short
274,113819.02,6962.128816054332,0.0,72.27772586107969,7034.406541915411,0,1,hold,short
275,113903.23,6962.128816054332,0.0,70.11439587065465,7032.243211924986,0,1,hold,short
276,113960.0,6962.128816054332,0.0,68.65599136339362,7030.7848074177255,0,1,hold,short
277,113881.2,6962.128816054332,0.0,70.68034005411344,7032.809156108445,0,1,hold,short
278,113842.53,6962.128816054332,0.0,71.6737609154095,7033.8025769697415,0,1,hold,short
279,113566.39,6962.128816054332,0.0,78.76771583235556,7040.896531886688,0,1,hold,short
280,113574.52,6962.128816054332,0.0,78.55885853723423,7040.687674591566,0,1,hold,short
281,113584.85,6962.128816054332,0.0,78.29348389287968,7040.422299947211,0,1,hold,short
282,113738.01,6962.128816054332,0.0,74.35884879807493,7036.487664852407,0,1,hold,short
283,113759.89,6962.128816054332,0.0,73.79675807024553,7035.925574124577,0,1,hold,short
284,113853.99,6962.128816054332,0.0,71.37935690531228,7033.508172959644,0,1,hold,short
285,113899.99,6962.128816054332,0.0,70.19763051225253,7032.326446566584,0,1,hold,short
286,113952.0,6962.128816054332,0.0,68.86150899696923,7030.990325051301,0,1,hold,short
287,113413.51,6962.128816054332,0.0,82.69515780998556,7044.823973864317,0,1,hold,short
288,112299.99,7069.823781376181,2996.2546816479403,0.0,10066.078463024121,1,0,buy,long
289,112270.01,7061.534253855494,2996.25468164794,0.0,10057.788935503435,1,0,buy,long
290,112274.29,7061.534253855494,2996.3689060079223,0.0,10057.903159863417,1,0,hold,long
291,112370.08,7061.534253855494,2998.9253432608903,0.0,10060.459597116384,1,0,hold,long
292,112553.65,7061.534253855494,3003.824447410877,0.0,10065.35870126637,1,0,hold,long
293,111792.33,7061.534253855494,2983.506389060012,0.0,10045.040642915506,1,0,hold,long
294,111577.31,7061.534253855494,2977.767949367632,0.0,10039.302203223126,1,0,hold,long
295,111520.43,7061.534253855494,2976.249939648989,0.0,10037.784193504483,1,0,hold,long
296,111545.88,7061.534253855494,2976.9291475839304,0.0,10038.463401439425,1,0,hold,long
297,111411.13,7061.534253855494,2973.332948399909,0.0,10034.867202255404,1,0,hold,long
298,111005.64,7061.534253855494,2962.5112578089715,0.0,10024.045511664466,1,0,hold,long
299,111546.39,7061.534253855494,2976.9427584305636,0.0,10038.477012286057,1,0,hold,long
300,111556.16,7061.534253855494,2977.2034995513645,0.0,10038.737753406858,1,0,hold,long
301,111299.61,7061.534253855494,2970.3567099360716,0.0,10031.890963791566,1,0,hold,long
302,111530.16,7061.534253855494,2976.509613252407,0.0,10038.043867107901,1,0,hold,long
303,111301.53,7061.534253855494,2970.4079507704564,0.0,10031.94220462595,1,0,hold,long
304,111131.92,7061.534253855494,2965.8814101871403,0.0,10027.415664042634,1,0,hold,long
305,111025.44,7061.534253855494,2963.0396789135625,0.0,10024.573932769057,1,0,hold,long
306,110975.99,7061.534253855494,2961.7199605488145,0.0,10023.25421440431,1,0,hold,long
307,110880.76,7061.534253855494,2959.1784685392086,0.0,10020.712722394703,1,0,hold,long
308,111767.45,7061.534253855494,2982.8423932477785,0.0,10044.376647103272,1,0,hold,long
309,112760.58,7061.534253855494,3009.3469817125438,0.0,10070.881235568038,1,0,hold,long
310,112671.76,7061.534253855494,3006.9765593635657,0.0,10068.51081321906,1,0,hold,long
311,112433.59,7061.534253855494,3000.620293985767,0.0,10062.15454784126,1,0,hold,long
312,112732.62,7061.534253855494,3008.600787061818,0.0,10070.135040917312,1,0,hold,long
313,112966.54,7061.534253855494,3014.8436287176714,0.0,10076.377882573166,1,0,hold,long
314,112992.69,7061.534253855494,3015.541518206816,0.0,10077.07577206231,1,0,hold,long
315,112991.11,7061.534253855494,3015.4993512701867,0.0,10077.033605125682,1,0,hold,long
316,113022.61,7061.534253855494,3016.340021209309,0.0,10077.874275064803,1,0,hold,long
317,112200.0,7061.534253855494,2994.3862593483236,0.0,10055.920513203819,1,0,hold,long
318,112024.01,7061.534253855494,2989.689449742417,0.0,10051.22370359791,1,0,hold,long
319,111708.0,7061.534253855494,2981.255795537277,0.0,10042.790049392772,1,0,hold,long
320,111330.71,7061.534253855494,2971.186704701364,0.0,10032.720958556858,1,0,hold,long
